RANK,GENE_SYMBOL,NUMBER_PATHWAYS
3975,CHMP2A,2
3976,CAB39,2
3977,CAB39L,2
3978,FLCN,2
3979,BIN1,2
3980,ASAP3,2
3981,ASAP2,2
3982,ASAP1,2
3983,SLC7A5,2
3984,STRADA,2
3985,STRADB,2
3986,ALLC,2
3987,AMPH,2
3988,HSD3B7,2
3989,CYP7B1,2
3990,CH25H,2
3991,NPC2,2
3992,LGMN,2
3993,DNASE2B,2
3994,DNASE2,2
3995,SIRPA,2
3996,RAB14,2
3997,ZBP1,2
3998,PROS1,2
3999,SFTPA2,2
4000,SFTPA1,2
4001,RILP,2
4002,PLA2R1,2
4003,ATP12A,2
4004,MRC2,2
4005,MRC1,2
4006,SULT2B1,2
4007,SULT1E1,2
4008,STS,2
4009,FCAR,2
4010,SRD5A1,2
4011,CORO1A,2
4012,ZFYVE9,2
4013,ZFYVE16,2
4014,HSD17B3,2
4015,HSD17B11,2
4016,CD24,2
4017,CD47,2
4018,STAM2,2
4019,STAM,2
4020,RAB10,2
4021,LDLRAP1,2
4022,NR1H2,2
4023,PANX1,2
4024,TM7SF2,2
4025,CTSZ,2
4026,CTSW,2
4027,CTSV,2
4028,FDFT1,2
4029,EBP,2
4030,SEC24A,2
4031,SAR1B,2
4032,SAR1A,2
4033,DHCR7,2
4034,DHCR24,2
4035,CYP51A1,2
4036,CYP2R1,2
4037,ECI2,2
4038,THEM5,2
4039,PIK3AP1,2
4040,MBLAC2,2
4041,EEF2,2
4042,EEF2K,2
4043,ELAVL1,2
4044,HNF4A,2
4045,AIFM1,2
4046,CASP6,2
4047,DAB2IP,2
4048,DIABLO,2
4049,LMNB1,2
4050,LMNB2,2
4051,SEPTIN4,2
4052,FOXA2,2
4053,SEC24B,2
4054,SEC24C,2
4055,SEC24D,2
4056,AP1S3,2
4057,SQLE,2
4058,CTSO,2
4059,SOAT2,2
4060,CTSH,2
4061,CTSF,2
4062,CTSC,2
4063,CTSA,2
4064,SOAT1,2
4065,SC5D,2
4066,NSDHL,2
4067,MSMO1,2
4068,AP1S2,2
4069,UBQLN1,2
4070,AP1S1,2
4071,AP1M2,2
4072,AP1M1,2
4073,LSS,2
4074,AP1G2,2
4075,AP1G1,2
4076,AP1B1,2
4077,ENPP4,2
4078,UBQLN4,2
4079,UBQLN3,2
4080,UBQLN2,2
4081,STX17,2
4082,SNAP29,2
4083,SNAP23,2
4084,PTPRJ,2
4085,CRB3,2
4086,PDE6C,2
4087,PDE6D,2
4088,PDE6H,2
4089,KLF4,2
4090,MEIS1,2
4091,NANOG,2
4092,NANOGP8,2
4093,ONECUT1,2
4094,PAX6,2
4095,REST,2
4096,C4BPA,2
4097,C4BPB,2
4098,SHPK,2
4099,CD59,2
4100,WEE2,2
4101,CFH,2
4102,WEE1,2
4103,CFI,2
4104,F13A1,2
4105,F13B,2
4106,F3,2
4107,PLAUR,2
4108,SERPING1,2
4109,RBKS,2
4110,AURKA,2
4111,CPEB1,2
4112,WWP1,2
4113,CPEB2,2
4114,SPDYE15,2
4115,CSK,2
4116,SPDYE14,2
4117,DCXR,2
4118,KCNQ2,2
4119,KCNQ3,2
4120,LMO7,2
4121,SPDYE13,2
4122,SPDYE12,2
4123,MPDZ,2
4124,SPDYE11,2
4125,SPDYE10,2
4126,SPDYE1,2
4127,CRYL1,2
4128,PTPRZ1,2
4129,SH2D1A,2
4130,SH2D1B,2
4131,SPTBN1,2
4132,SPDYC,2
4133,SPDYA,2
4134,SPTBN4,2
4135,SPTBN5,2
4136,SSX2IP,2
4137,CPEB4,2
4138,CPEB3,2
4139,SMC3,2
4140,SMC1B,2
4141,SMC1A,2
4142,HSPA2,2
4143,PFAS,2
4144,DERA,2
4145,TRPM2,2
4146,CDCA5,2
4147,TRPV2,2
4148,CDC6,2
4149,BCL3,2
4150,CLEC4E,2
4151,LSP1,2
4152,CISH,2
4153,FHL1,2
4154,SOCS5,2
4155,SOCS6,2
4156,SOCS7,2
4157,FCER2,2
4158,GYPA,2
4159,KLRK1,2
4160,MICA,2
4161,MICB,2
4162,MUC5AC,2
4163,MUC5B,2
4164,PRUNE1,2
4165,RUNX3,2
4166,FOXP3,2
4167,CD79A,2
4168,IRGM,2
4169,IFI16,2
4170,PDE9A,2
4171,AQP9,2
4172,SGO1,2
4173,KIR2DS1,2
4174,KIR2DS2,2
4175,KIR2DS3,2
4176,KIR2DS4,2
4177,KIR2DS5,2
4178,KIR3DL3,2
4179,KIR3DS1,2
4180,KLRC2,2
4181,KLRC3,2
4182,NFYC,2
4183,FBXO5,2
4184,DEFB103B,2
4185,HAT1,2
4186,CMA1,2
4187,KLK1,2
4188,KLK2,2
4189,PRCP,2
4190,THOP1,2
4191,TLR1,2
4192,AIM2,2
4193,CASP5,2
4194,CASR,2
4195,DEFB103A,2
4196,SPDYE16,2
4197,SPDYE17,2
4198,SPDYE18,2
4199,CD58,2
4200,TEAD3,2
4201,TEAD4,2
4202,PIAS3,2
4203,PIAS2,2
4204,WTIP,2
4205,WWC1,2
4206,WWTR1,2
4207,YAP1,2
4208,KHK,2
4209,ARHGAP5,2
4210,ZYX,2
4211,AGRN,2
4212,MGRN1,2
4213,HUWE1,2
4214,FBXO2,2
4215,CUL5,2
4216,CUL3,2
4217,CBLC,2
4218,GP6,2
4219,AIRE,2
4220,CADM1,2
4221,TP53AIP1,2
4222,CADM3,2
4223,CD226,2
4224,CD274,2
4225,TEAD2,2
4226,RNF7,2
4227,TEAD1,2
4228,AMOT,2
4229,UBE4B,2
4230,UBE2NL,2
4231,UBE2N,2
4232,PLEC,2
4233,S100A10,2
4234,S100A7,2
4235,S100A7A,2
4236,S100A8,2
4237,S100A9,2
4238,ST14,2
4239,AJUBA,2
4240,FRMD1,2
4241,SOX2,2
4242,FRMD6,2
4243,LATS1,2
4244,LATS2,2
4245,LIMD1,2
4246,MOB1A,2
4247,MOB1B,2
4248,RASSF6,2
4249,SAV1,2
4250,SNAI2,2
4251,SYVN1,2
4252,STUB1,2
4253,CD34,2
4254,STEAP3,2
4255,SPDYE2,2
4256,ENOSF1,2
4257,PTPRS,2
4258,PVR,2
4259,SDC3,2
4260,FGGY,2
4261,CCNG1,2
4262,ADGRB1,2
4263,SLITRK1,2
4264,SLITRK2,2
4265,SLITRK3,2
4266,SPDYE9,2
4267,SLITRK4,2
4268,SPDYE8,2
4269,SLITRK5,2
4270,SLITRK6,2
4271,SPDYE6,2
4272,SPDYE5,2
4273,TIGIT,2
4274,VCAN,2
4275,SPDYE4,2
4276,SPDYE3,2
4277,SPDYE2B,2
4278,SPDYE21,2
4279,CD244,2
4280,CD2AP,2
4281,CD48,2
4282,PTPRM,2
4283,PTPRD,2
4284,NRCAM,2
4285,MADCAM1,2
4286,XYLB,2
4287,CD99,2
4288,CD99L2,2
4289,CNTN1,2
4290,CNTN2,2
4291,CNTNAP1,2
4292,CNTNAP2,2
4293,ICAM3,2
4294,ICOSLG,2
4295,JAML,2
4296,LRRC4B,2
4297,MAG,2
4298,COP1,2
4299,MPZ,2
4300,SESN3,2
4301,SESN1,2
4302,SERPINB5,2
4303,NFASC,2
4304,MDM4,2
4305,NLGN1,2
4306,NLGN2,2
4307,NLGN3,2
4308,NLGN4X,2
4309,NLGN4Y,2
4310,NNT,2
4311,CRYAB,2
4312,NAT8L,2
4313,SRSF9,2
4314,SNRPD3,2
4315,SRSF2,2
4316,SRSF4,2
4317,SRSF5,2
4318,SRSF6,2
4319,SRSF8,2
4320,TRA2A,2
4321,GPD2,2
4322,TRA2B,2
4323,U2AF1,2
4324,U2AF1L4,2
4325,U2AF1L5,2
4326,LYPLA1,2
4327,LPCAT3,2
4328,SNRPD1,2
4329,SNRPB,2
4330,PRPF19,2
4331,PEMT,2
4332,PGS1,2
4333,PHOSPHO1,2
4334,PISD,2
4335,PLA1A,2
4336,HNRNPA3,2
4337,HNRNPA1L3,2
4338,HNRNPA1L2,2
4339,HNRNPA1,2
4340,MCM7,2
4341,MCM6,2
4342,MCM5,2
4343,MCM4,2
4344,MCM3,2
4345,LCAT,2
4346,GPD1L,2
4347,TAF4B,2
4348,PIGL,2
4349,PSME1,2
4350,PSME2,2
4351,PIGN,2
4352,PIGM,2
4353,SEC62,2
4354,SEC63,2
4355,PIGK,2
4356,GPD1,2
4357,ARID2,2
4358,BRD7,2
4359,PIGH,2
4360,PIGG,2
4361,PBRM1,2
4362,PHF10,2
4363,PIGO,2
4364,PIGP,2
4365,PIGQ,2
4366,PIGS,2
4367,PIGT,2
4368,PIGU,2
4369,PIGV,2
4370,PIGW,2
4371,PIGX,2
4372,PIGY,2
4373,PIGZ,2
4374,CRLS1,2
4375,ETNK1,2
4376,ETNK2,2
4377,ETNPPL,2
4378,GNPAT,2
4379,GPCPD1,2
4380,MCM2,2
4381,TAF4,2
4382,CHIA,2
4383,PAFAH2,2
4384,PABPC4L,2
4385,PABPC5,2
4386,PABPN1,2
4387,PABPN1L,2
4388,PLA2G7,2
4389,NIT2,2
4390,PAFAH1B3,2
4391,PTDSS2,2
4392,PAFAH1B2,2
4393,PAFAH1B1,2
4394,GDPD3,2
4395,GDPD1,2
4396,ENPP6,2
4397,ENPP2,2
4398,PABPC4,2
4399,PABPC3,2
4400,PABPC1L2B,2
4401,PABPC1L2A,2
4402,PABPC1L,2
4403,PABPC1,2
4404,HBS1L,2
4405,CPSF7,2
4406,CPSF6,2
4407,CPSF4L,2
4408,CPSF4,2
4409,UPF3B,2
4410,UPF3A,2
4411,UPF2,2
4412,UPF1,2
4413,TNPO3,2
4414,THOC7,2
4415,SAMD8,2
4416,PTDSS1,2
4417,TAF15,2
4418,GTF2A1,2
4419,POLR3G,2
4420,POLR3GL,2
4421,POLR3H,2
4422,POLR3K,2
4423,ERCC2,2
4424,ERCC3,2
4425,GTF2A1L,2
4426,SYMPK,2
4427,GTF2A2,2
4428,GTF2E1,2
4429,GTF2E2,2
4430,GTF2H5,2
4431,GTF2I,2
4432,MNAT1,2
4433,POLR3F,2
4434,POLR3E,2
4435,POLR3D,2
4436,POLR3C,2
4437,POLR3B,2
4438,POLR3A,2
4439,POLR2M,2
4440,POLR1D,2
4441,POLR1C,2
4442,LSM8,2
4443,LSM7,2
4444,LSM6,2
4445,LSM5,2
4446,LSM4,2
4447,LSM3,2
4448,LSM2,2
4449,HSPA9,2
4450,RBBP7,2
4451,RUVBL1,2
4452,SS18,2
4453,PLPP4,2
4454,DNTT,2
4455,PRKDC,2
4456,FANCL,2
4457,PNLIPRP3,2
4458,TELO2,2
4459,PLPP5,2
4460,ARTN,2
4461,DUSP9,2
4462,MOGAT1,2
4463,DUSP16,2
4464,DUSP2,2
4465,DUSP4,2
4466,DUSP5,2
4467,DUSP7,2
4468,DCLRE1C,2
4469,TOP3B,2
4470,TOP3A,2
4471,RAD51C,2
4472,PALB2,2
4473,NBN,2
4474,MUS81,2
4475,EME1,2
4476,BRIP1,2
4477,BRCC3,2
4478,BLM,2
4479,PMS2,2
4480,PNPLA3,2
4481,RAD23B,2
4482,RAD23A,2
4483,ERCC8,2
4484,ERCC4,2
4485,DUSP8,2
4486,AGK,2
4487,SS18L1,2
4488,NRTN,2
4489,MAP3K11,2
4490,CHSY1,2
4491,MAP3K4,2
4492,MAPKAPK3,2
4493,CHPF2,2
4494,CHPF,2
4495,PSPN,2
4496,ABHD16A,2
4497,RASGRF2,2
4498,RENBP,2
4499,RPS6KA4,2
4500,GNPDA2,2
4501,GNPDA1,2
4502,STMN1,2
4503,CHSY3,2
4504,CSGALNACT1,2
4505,CSGALNACT2,2
4506,DSE,2
4507,DSEL,2
4508,LAMTOR3,2
4509,EXT1,2
4510,EXT2,2
4511,EXTL1,2
4512,EXTL2,2
4513,EXTL3,2
4514,GLCE,2
4515,NDST1,2
4516,NDST2,2
4517,NDST3,2
4518,NDST4,2
4519,NPL,2
4520,UNG,2
4521,POLL,2
4522,PARP4,2
4523,CCNT1,2
4524,APOBEC3B,2
4525,APOBEC3C,2
4526,APOBEC3D,2
4527,APOBEC3F,2
4528,APOBEC3G,2
4529,APOBEC3H,2
4530,CCNT2,2
4531,PARP3,2
4532,PIGA,2
4533,PGAP4,2
4534,CDK9,2
4535,PGAP3,2
4536,FURIN,2
4537,MLLT1,2
4538,APOBEC3A,2
4539,WDR5B,2
4540,WDR5,2
4541,PIGB,2
4542,PCGF6,2
4543,PCGF5,2
4544,PCGF3,2
4545,PCGF2,2
4546,PCGF1,2
4547,JARID2,2
4548,PIGC,2
4549,PIGF,2
4550,CBX3,2
4551,AURKB,2
4552,YY2,2
4553,YY1,2
4554,TRRAP,2
4555,MLLT3,2
4556,PGAP2,2
4557,PGAP1,2
4558,IST1,2
4559,PARP2,2
4560,SLC27A6,2
4561,PLTP,2
4562,FABP4,2
4563,FABP2,2
4564,AQP7B,2
4565,AQP7,2
4566,APOC3,2
4567,APOA2,2
4568,ANGPTL4,2
4569,INPP5J,2
4570,INPP5K,2
4571,NRP2,2
4572,ISYNA1,2
4573,DPP4,2
4574,PIN1,2
4575,PLCH1,2
4576,CD9,2
4577,PLCH2,2
4578,PILRB,2
4579,PILRA,2
4580,IDE,2
4581,GPAA1,2
4582,ASGR1,2
4583,TYRO3,2
4584,HAVCR1,2
4585,GPLD1,2
4586,MPPE1,2
4587,TRIM5,2
4588,PPIA,2
4589,THOC6,2
4590,THOC5,2
4591,THOC3,2
4592,A3GALT2,2
4593,ST8SIA5,2
4594,ST6GALNAC6,2
4595,ST6GALNAC5,2
4596,ST3GAL5,2
4597,SLC33A1,2
4598,GBGT1,2
4599,ST3GAL6,2
4600,B3GNT5,2
4601,ST3GAL4,2
4602,GCNT2,2
4603,FUT7,2
4604,FUT6,2
4605,FUT5,2
4606,FUT3,2
4607,ACOT12,2
4608,ACYP1,2
4609,ACYP2,2
4610,GLO1,2
4611,HAGH,2
4612,LDHD,2
4613,ME2,2
4614,HYI,2
4615,ACSS3,2
4616,ECHDC1,2
4617,ACSM2A,2
4618,ACSM2B,2
4619,ACSM3,2
4620,ACSM4,2
4621,ACSM5,2
4622,ACSM6,2
4623,BDH1,2
4624,B4GALNT2,2
4625,B3GNT4,2
4626,ABCG1,2
4627,SLC31A1,2
4628,PRXL2B,2
4629,LTC4S,2
4630,LTA4H,2
4631,HPGD,2
4632,POLH,2
4633,REV3L,2
4634,XPA,2
4635,B3GALT2,2
4636,ABCA12,2
4637,ABCA2,2
4638,ABCB4,2
4639,ABCB9,2
4640,ABCD1,2
4641,ABCD2,2
4642,PTGDS,2
4643,PTGES,2
4644,PTGES2,2
4645,PTGIS,2
4646,ATP7B,2
4647,ATP7A,2
4648,ACER3,2
4649,B4GALT6,2
4650,CERK,2
4651,ENPP7,2
4652,GM2A,2
4653,PSAP,2
4654,PSAPL1,2
4655,MED1,2
4656,SMPD3,2
4657,SMPD4,2
4658,B3GALT1,2
4659,L2HGDH,2
4660,ALDH1L1,2
4661,ALDH1L2,2
4662,PNPLA4,2
4663,CYP26A1,2
4664,CYP26B1,2
4665,CYP26C1,2
4666,CYP2W1,2
4667,DHRS4L2,2
4668,DHRS9,2
4669,RDH10,2
4670,GAS6,2
4671,RDH16,2
4672,RDH5,2
4673,RDH8,2
4674,RPE65,2
4675,BLVRA,2
4676,CP,2
4677,ALDH1A3,2
4678,ALDH1A2,2
4679,ALDH1A1,2
4680,QDPR,2
4681,PCBD2,2
4682,PCBD1,2
4683,MOCOS,2
4684,HLCS,2
4685,VNN2,2
4686,VNN1,2
4687,AASDHPPT,2
4688,SIRT7,2
4689,SIRT5,2
4690,SIRT4,2
4691,SIRT2,2
4692,NNMT,2
4693,SARM1,2
4694,FTMT,2
4695,HCCS,2
4696,NMRK2,2
4697,BPNT1,2
4698,THTPA,2
4699,AXL,2
4700,ESD,2
4701,CYP2F1,2
4702,CYP2A13,2
4703,QRSL1,2
4704,QARS1,2
4705,MTFMT,2
4706,GATC,2
4707,GATB,2
4708,SUOX,2
4709,SQOR,2
4710,SELENBP1,2
4711,ETHE1,2
4712,CA9,2
4713,GGPS1,2
4714,CA8,2
4715,CA7,2
4716,CA6,2
4717,CA5B,2
4718,CA5A,2
4719,CA3,2
4720,NMRK1,2
4721,CA14,2
4722,CA13,2
4723,CA12,2
4724,CA1,2
4725,MVD,2
4726,IDI2,2
4727,IDI1,2
4728,ABCD3,2
4729,CYP4F8,2
4730,THOC2,2
4731,RPS9,2
4732,RPS4X,2
4733,RPS4Y1,2
4734,RPS4Y2,2
4735,RPS5,2
4736,RPS7,2
4737,RPS8,2
4738,RPSA,2
4739,NDC1,2
4740,RPSA2,2
4741,RSL24D1,2
4742,TMEM86A,2
4743,CSE1L,2
4744,DDX19A,2
4745,DDX19B,2
4746,RPS3A,2
4747,RPS29,2
4748,RPS28,2
4749,RPS27L,2
4750,TMEM86B,2
4751,RPS27,2
4752,RPS26,2
4753,RPS25,2
4754,RPS24,2
4755,RPS23,2
4756,RPS21,2
4757,RPS20,2
4758,RPS2,2
4759,RPS19,2
4760,RPS18,2
4761,RPS17,2
4762,RPS16,2
4763,KPNB1,2
4764,NUP107,2
4765,DEFB1,2
4766,SAP18,2
4767,PNN,2
4768,POM121,2
4769,POM121C,2
4770,POM121L2,2
4771,PYM1,2
4772,RNPS1,2
4773,SENP2,2
4774,NUP133,2
4775,SRRM1,2
4776,SUMO1,2
4777,SUMO2,2
4778,SUMO3,2
4779,SUMO4,2
4780,THOC1,2
4781,NUP93,2
4782,NUP88,2
4783,NUP85,2
4784,NUP62,2
4785,NUP58,2
4786,NUP54,2
4787,NUP50,2
4788,NUP43,2
4789,NUP37,2
4790,NUP35,2
4791,NUP214,2
4792,NUP210L,2
4793,NUP210,2
4794,NUP205,2
4795,NUP188,2
4796,NUP160,2
4797,NUP155,2
4798,RPS15A,2
4799,RPS15,2
4800,RPS14,2
4801,RPL19,2
4802,RPL13A,2
4803,RPL14,2
4804,RPL15,2
4805,RPL17,2
4806,RPL18,2
4807,RPL18A,2
4808,RPL21,2
4809,RPS13,2
4810,RPL22,2
4811,RPL22L1,2
4812,RPL23,2
4813,RPL23A,2
4814,RPL24,2
4815,RPL26,2
4816,RPL13,2
4817,RPL12,2
4818,RPL11,2
4819,RPL10L,2
4820,RPL10A,2
4821,RPL10,2
4822,RACK1,2
4823,MRPS18B,2
4824,FAU,2
4825,XRN2,2
4826,XRN1,2
4827,SNU13,2
4828,NOP56,2
4829,NMD3,2
4830,DROSHA,2
4831,CYP4F2,2
4832,CYP4F3,2
4833,RPL26L1,2
4834,RPL27,2
4835,RPL27A,2
4836,RPL3L,2
4837,RPS12,2
4838,RPS11,2
4839,RPS10,2
4840,RPLP2,2
4841,RPLP1,2
4842,RPLP0,2
4843,RPL9,2
4844,RPL8,2
4845,RPL7A,2
4846,RPL7,2
4847,RPL6,2
4848,RPL5,2
4849,RPL41,2
4850,RPL4,2
4851,RPL39,2
4852,RPL28,2
4853,RPL38,2
4854,RPL37A,2
4855,RPL37,2
4856,RPL36AL,2
4857,RPL36A,2
4858,RPL36,2
4859,RPL35A,2
4860,RPL35,2
4861,RPL34,2
4862,RPL32,2
4863,RPL31,2
4864,RPL30,2
4865,RPL3,2
4866,RPL29,2
4867,CHIT1,2
4868,PEDS1,2
4869,CASQ2,2
4870,GPHB5,2
4871,ACMSD,2
4872,AANAT,2
4873,CDKN2D,2
4874,CHST8,2
4875,FOXO6,2
4876,HOMER1,2
4877,HCN2,2
4878,HCN4,2
4879,HOMER2,2
4880,HOMER3,2
4881,PNMT,2
4882,POPDC2,2
4883,POPDC3,2
4884,HGD,2
4885,GSTZ1,2
4886,FAHD1,2
4887,FAH,2
4888,GPR119,2
4889,GPHA2,2
4890,DBH,2
4891,CCNG2,2
4892,CNGA3,2
4893,CNGA4,2
4894,ACAD8,2
4895,ASMT,2
4896,EXOC2,2
4897,ERC1,2
4898,MTAP,2
4899,ALDH8A1,2
4900,PPP1R13L,2
4901,MRI1,2
4902,ENOPH1,2
4903,APIP,2
4904,PDK1,2
4905,ETS2,2
4906,AGAP2,2
4907,B4GALNT4,2
4908,ADI1,2
4909,GCAT,2
4910,ACKR3,2
4911,ADO,2
4912,L3HYPDH,2
4913,CKMT2,2
4914,CKMT1B,2
4915,CKMT1A,2
4916,CKB,2
4917,AZIN2,2
4918,CXCR6,2
4919,EBI3,2
4920,EDA,2
4921,EDA2R,2
4922,EDAR,2
4923,AGMAT,2
4924,TMLHE,2
4925,SUV39H2,2
4926,SUV39H1,2
4927,SMYD3,2
4928,SMYD2,2
4929,SMYD1,2
4930,CXCL16,2
4931,RAG1,2
4932,ACKR4,2
4933,CTF1,2
4934,BMP15,2
4935,UROC1,2
4936,HNMT,2
4937,HDC,2
4938,CARNMT1,2
4939,AMDHD1,2
4940,PRODH2,2
4941,PRODH,2
4942,P4HA3,2
4943,CLCF1,2
4944,CNTF,2
4945,CNTFR,2
4946,CRLF2,2
4947,P4HA2,2
4948,P4HA1,2
4949,PRMT1,2
4950,OAT,2
4951,CNGA2,2
4952,MEF2B,2
4953,SETDB2,2
4954,HRC,2
4955,PGM2L1,2
4956,ASPH,2
4957,GYG2,2
4958,MGAT3,2
4959,GYG1,2
4960,MGAT5,2
4961,GBE1,2
4962,GBA3,2
4963,SIPA1,2
4964,LTB4R2,2
4965,ASH1L,2
4966,AASS,2
4967,MCOLN1,2
4968,TNFRSF10C,2
4969,AGL,2
4970,TXNDC12,2
4971,TNFRSF10D,2
4972,DPM3,2
4973,DPM1,2
4974,TNFRSF17,2
4975,BBOX1,2
4976,IL34,2
4977,ALG5,2
4978,IL31RA,2
4979,ALG10B,2
4980,ALG10,2
4981,IL37,2
4982,ALG6,2
4983,TREH,2
4984,CYSLTR2,2
4985,CYSLTR1,2
4986,ALG8,2
4987,GRPR,2
4988,DHRSX,2
4989,DOLK,2
4990,DOLPP1,2
4991,DPAGT1,2
4992,CAMKMT,2
4993,TNFRSF11B,2
4994,AGA,2
4995,B4GALNT3,2
4996,B3GNT6,2
4997,TPCN2,2
4998,TRDN,2
4999,CHAC2,2
5000,CHAC1,2
5001,DGLUCY,2
5002,SEPHS2,2
5003,RAPGEF5,2
5004,SEPHS1,2
5005,AUH,2
5006,GCNT1,2
5007,GCNT3,2
5008,SCLY,2
5009,GCNT4,2
5010,PSTK,2
5011,IRAG1,2
5012,ST6GALNAC1,2
5013,ST6GALNAC2,2
5014,GGCT,2
5015,APBB1IP,2
5016,KRIT1,2
5017,TFEB,2
5018,FUCA1,2
5019,FUCA2,2
5020,MAN2B1,2
5021,TSLP,2
5022,NTSR1,2
5023,PRDX6,2
5024,MCCC2,2
5025,FYB1,2
5026,OPLAH,2
5027,NAT8,2
5028,MCCC1,2
5029,IVD,2
5030,LANCL1,2
5031,FARP2,2
5032,MANBA,2
5033,PREX1,2
5034,STIM1,2
5035,SETMAR,2
5036,HIBADH,2
5037,IL13RA2,2
5038,NSD1,2
5039,LARGE2,2
5040,LARGE1,2
5041,KMT2C,2
5042,B3GAT2,2
5043,IL26,2
5044,FKTN,2
5045,IFNLR1,2
5046,PLOD1,2
5047,NRG4,2
5048,IL31,2
5049,PHYKPL,2
5050,B3GAT1,2
5051,NSD3,2
5052,KMT5C,2
5053,S1PR5,2
5054,KMT5B,2
5055,RIMKLA,2
5056,NRG3,2
5057,RAG2,2
5058,SGK2,2
5059,SGK3,2
5060,HYKK,2
5061,KMT5A,2
5062,FKRP,2
5063,B4GAT1,2
5064,B3GALNT2,2
5065,IL17B,2
5066,RIMKLB,2
5067,KMT2E,2
5068,CHST10,2
5069,S1PR3,2
5070,PRDM2,2
5071,POMGNT2,2
5072,RXYLT1,2
5073,AMDHD2,2
5074,PRDM6,2
5075,CHST9,2
5076,PRDM7,2
5077,KMT2B,2
5078,PRDM9,2
5079,IL17RE,2
5080,PLOD2,2
5081,IL17RB,2
5082,IFNL1,2
5083,SETD1A,2
5084,IFNL2,2
5085,SETD1B,2
5086,IFNL3,2
5087,SETD2,2
5088,IL25,2
5089,S1PR2,2
5090,POMK,2
5091,IL17C,2
5092,POMGNT1,2
5093,OR7D2,1
5094,OR7D4,1
5095,OR6C76,1
5096,OR7G2,1
5097,OR6C75,1
5098,OR7E24,1
5099,OR7G1,1
5100,OR7G3,1
5101,OR8A1,1
5102,OR8B12,1
5103,OR6C74,1
5104,OR7C2,1
5105,MRPL48,1
5106,OR6F1,1
5107,OR6V1,1
5108,OR6K3,1
5109,OR6K6,1
5110,OR6M1,1
5111,OR6N1,1
5112,OR6N2,1
5113,OR6P1,1
5114,OR8B2,1
5115,OR6S1,1
5116,OR6T1,1
5117,OR6X1,1
5118,OR6J1,1
5119,OR6Y1,1
5120,USP25,1
5121,MRPL46,1
5122,MRPL47,1
5123,OR7A10,1
5124,OR7A17,1
5125,OR7A5,1
5126,OR7C1,1
5127,OR6K2,1
5128,OR6Q1,1
5129,NDUFAF4,1
5130,OR8B3,1
5131,OR9Q1,1
5132,OR8U9,1
5133,OR9A2,1
5134,OR9A4,1
5135,OR9G1,1
5136,OR9G4,1
5137,OR9G9,1
5138,OR9H1,1
5139,OR9I1,1
5140,OR9K2,1
5141,OR9Q2,1
5142,OR8U3,1
5143,MAPK6,1
5144,SLC24A4,1
5145,TCOF1,1
5146,CALHM1,1
5147,TBL3,1
5148,PATE1,1
5149,PKD1L3,1
5150,PKD2L1,1
5151,SCN2A,1
5152,OR8U8,1
5153,OR8U1,1
5154,OR8B4,1
5155,OR8H1,1
5156,OR8B8,1
5157,OR8D1,1
5158,MRPL49,1
5159,OR8D2,1
5160,OR8D4,1
5161,OR8G1,1
5162,OR8G3,1
5163,MRPL50,1
5164,OR8G5,1
5165,OR6C68,1
5166,OR8S1,1
5167,OR8H2,1
5168,OR8H3,1
5169,OR8I2,1
5170,OR8J1,1
5171,OR8J2,1
5172,OR8J3,1
5173,OR8K1,1
5174,OR8K3,1
5175,OR8K5,1
5176,OR6C70,1
5177,OR5M8,1
5178,OR6C65,1
5179,OR6C6,1
5180,OR5A2,1
5181,BANK1,1
5182,OR5AC2,1
5183,OR5AK2,1
5184,OR5AL1,1
5185,OR5AN1,1
5186,OR5AP2,1
5187,OR5AR1,1
5188,OR5AS1,1
5189,OR5AU1,1
5190,OR5B12,1
5191,OR5B17,1
5192,OR5B2,1
5193,GRAP2,1
5194,MRPL37,1
5195,MRPL38,1
5196,OR5B21,1
5197,OR5B3,1
5198,OR5BS1,1
5199,OR5C1,1
5200,OR5D13,1
5201,OR5A1,1
5202,OR56B4,1
5203,OR56B2,1
5204,OR52P1,1
5205,OR52J3,1
5206,OR52K1,1
5207,OR52K2,1
5208,OR52L1,1
5209,OR52M1,1
5210,OR52N1,1
5211,OR52N2,1
5212,OR52N4,1
5213,OR52N5,1
5214,OR52R1,1
5215,OR56B1,1
5216,OR52W1,1
5217,OR56A1,1
5218,OR56A3,1
5219,CD79B,1
5220,OR56A4,1
5221,MRPL36,1
5222,CD72,1
5223,BLK,1
5224,OR56A5,1
5225,OR5D14,1
5226,OR5D16,1
5227,OR5D18,1
5228,OR5W2,1
5229,MAPK4,1
5230,OR5M9,1
5231,OR5P2,1
5232,OR5P3,1
5233,OR5T1,1
5234,OR5T2,1
5235,MRPL43,1
5236,OR5T3,1
5237,OR5V1,1
5238,OR6A2,1
5239,OR5M11,1
5240,OR6B1,1
5241,OR6B2,1
5242,OR6B3,1
5243,OR6C1,1
5244,OR6C2,1
5245,OR6C3,1
5246,MRPL44,1
5247,MRPL45,1
5248,OR6C4,1
5249,OR5M3,1
5250,OR5M10,1
5251,MRPL39,1
5252,OR5I1,1
5253,OR5D3,1
5254,OR5F1,1
5255,OR5H1,1
5256,OR5H14,1
5257,OR5H15,1
5258,OR5H2,1
5259,OR5H6,1
5260,IRF4,1
5261,MRPL4,1
5262,OR5J2,1
5263,MRPL42,1
5264,OR5K1,1
