PATHWAY_ID1,PATHWAY_ID2,OVERLAP_COUNT
hsa05162,hsa05418,25
hsa05164,hsa05205,25
hsa05164,hsa05215,25
hsa05164,hsa05220,25
hsa05164,hsa05222,25
hsa05165,hsa05418,25
hsa05168,hsa05205,25
hsa05168,hsa05418,25
hsa05169,hsa05330,25
hsa05170,hsa05224,25
hsa05170,hsa05415,25
hsa05171,hsa05208,25
hsa05202,hsa05221,25
hsa05202,hsa05322,25
hsa05206,hsa05219,25
hsa05206,hsa05221,25
hsa05206,hsa05222,25
hsa05207,hsa05211,25
hsa05210,hsa05222,25
hsa05210,hsa05235,25
hsa05211,hsa05213,25
hsa05211,hsa05218,25
hsa05211,hsa05224,25
hsa05211,hsa05231,25
hsa05212,hsa05415,25
hsa05213,hsa05216,25
hsa05214,hsa05221,25
hsa05218,hsa05230,25
hsa05220,hsa05235,25
hsa05220,hsa05417,25
hsa05221,hsa05231,25
hsa05226,hsa05230,25
hsa05332,hsa05416,25
hsa00010,hsa04066,24
hsa00190,hsa04721,24
hsa00190,hsa04966,24
hsa00512,hsa00514,24
hsa00564,hsa04014,24
hsa00600,hsa04071,24
hsa01100,hsa01524,24
hsa01100,hsa04022,24
hsa01100,hsa04721,24
hsa01100,hsa04973,24
hsa01521,hsa04071,24
hsa01521,hsa04211,24
hsa01521,hsa04662,24
hsa01521,hsa04664,24
hsa01521,hsa05010,24
hsa01521,hsa05131,24
hsa01522,hsa04066,24
hsa01522,hsa04517,24
hsa01522,hsa04650,24
hsa01522,hsa04668,24
hsa01524,hsa05165,24
hsa01524,hsa05169,24
hsa04010,hsa04140,24
hsa04010,hsa04310,24
hsa04010,hsa04621,24
hsa04010,hsa04724,24
hsa04010,hsa04725,24
hsa04010,hsa04730,24
hsa04010,hsa05415,24
hsa04012,hsa04071,24
hsa04012,hsa04625,24
hsa04012,hsa04666,24
hsa04012,hsa05218,24
hsa04014,hsa04613,24
hsa04014,hsa04620,24
hsa04014,hsa04668,24
hsa04014,hsa04914,24
hsa04014,hsa05152,24
hsa04014,hsa05164,24
hsa04014,hsa05171,24
hsa04015,hsa04520,24
hsa04015,hsa04730,24
hsa04015,hsa04917,24
hsa04020,hsa05167,24
hsa04020,hsa05226,24
hsa04022,hsa04730,24
hsa04022,hsa04961,24
hsa04022,hsa05161,24
hsa04024,hsa04066,24
hsa04024,hsa04140,24
hsa04024,hsa04210,24
hsa04024,hsa04540,24
hsa04024,hsa04664,24
hsa04024,hsa04670,24
hsa04024,hsa04917,24
hsa04024,hsa04929,24
hsa04024,hsa05211,24
hsa04024,hsa05414,24
hsa04062,hsa04210,24
hsa04062,hsa05146,24
hsa04062,hsa05162,24
hsa04062,hsa05213,24
hsa04062,hsa05418,24
hsa04064,hsa05135,24
hsa04064,hsa05145,24
hsa04064,hsa05162,24
hsa04064,hsa05171,24
hsa04066,hsa04510,24
hsa04066,hsa04613,24
hsa04066,hsa04630,24
hsa04066,hsa04935,24
hsa04066,hsa05212,24
hsa04066,hsa05223,24
hsa04068,hsa04517,24
hsa04068,hsa04620,24
hsa04068,hsa04919,24
hsa04070,hsa05163,24
hsa04070,hsa05200,24
hsa04070,hsa05231,24
hsa04071,hsa04371,24
hsa04071,hsa04662,24
hsa04071,hsa04912,24
hsa04071,hsa05164,24
hsa04071,hsa05214,24
hsa04071,hsa05215,24
hsa04071,hsa05223,24
hsa04071,hsa05225,24
hsa04072,hsa04625,24
hsa04072,hsa04662,24
hsa04072,hsa04730,24
hsa04072,hsa05132,24
hsa04072,hsa05161,24
hsa04072,hsa05211,24
hsa04080,hsa04724,24
hsa04080,hsa05032,24
hsa04081,hsa04916,24
hsa04082,hsa04611,24
hsa04082,hsa05030,24
hsa04082,hsa05031,24
hsa04110,hsa05220,24
hsa04114,hsa04151,24
hsa04114,hsa04611,24
hsa04115,hsa05169,24
hsa04137,hsa05014,24
hsa04140,hsa04625,24
hsa04140,hsa04926,24
hsa04144,hsa04666,24
hsa04144,hsa05131,24
hsa04144,hsa05135,24
hsa04145,hsa04640,24
hsa04145,hsa04721,24
hsa04145,hsa05166,24
hsa04148,hsa05132,24
hsa04148,hsa05417,24
hsa04150,hsa04218,24
hsa04150,hsa04664,24
hsa04150,hsa05220,24
hsa04150,hsa05235,24
hsa04151,hsa04217,24
hsa04151,hsa05022,24
hsa04151,hsa05414,24
hsa04152,hsa05215,24
hsa04210,hsa04664,24
hsa04210,hsa04910,24
hsa04210,hsa04917,24
hsa04210,hsa04919,24
hsa04210,hsa05016,24
hsa04210,hsa05206,24
hsa04210,hsa05214,24
hsa04210,hsa05231,24
hsa04211,hsa04218,24
hsa04211,hsa04921,24
hsa04217,hsa04622,24
hsa04217,hsa04668,24
hsa04217,hsa05010,24
hsa04218,hsa04620,24
hsa04218,hsa04664,24
hsa04218,hsa04728,24
hsa04218,hsa04810,24
hsa04218,hsa05132,24
hsa04261,hsa04914,24
hsa04261,hsa05020,24
hsa04270,hsa04918,24
hsa04310,hsa04360,24
hsa04360,hsa05010,24
hsa04360,hsa05211,24
hsa04370,hsa04750,24
hsa04370,hsa04917,24
hsa04370,hsa05165,24
hsa04370,hsa05207,24
hsa04370,hsa05214,24
hsa04371,hsa04914,24
hsa04380,hsa04630,24
hsa04380,hsa05210,24
hsa04514,hsa04940,24
hsa04514,hsa05332,24
hsa04517,hsa04910,24
hsa04517,hsa04917,24
hsa04517,hsa04926,24
hsa04517,hsa05012,24
hsa04517,hsa05206,24
hsa04517,hsa05225,24
hsa04517,hsa05231,24
hsa04520,hsa05132,24
hsa04540,hsa04918,24
hsa04550,hsa04660,24
hsa04550,hsa04722,24
hsa04550,hsa04926,24
hsa04550,hsa04933,24
hsa04550,hsa05160,24
hsa04550,hsa05166,24
hsa04611,hsa04666,24
hsa04611,hsa04919,24
hsa04611,hsa05170,24
hsa04613,hsa04625,24
hsa04613,hsa04722,24
hsa04613,hsa05206,24
hsa04620,hsa05212,24
hsa04621,hsa04630,24
hsa04621,hsa04659,24
hsa04621,hsa05020,24
hsa04621,hsa05140,24
hsa04621,hsa05418,24
hsa04623,hsa05200,24
hsa04625,hsa04657,24
hsa04625,hsa04936,24
hsa04625,hsa05145,24
hsa04625,hsa05220,24
hsa04630,hsa04658,24
hsa04630,hsa05205,24
hsa04630,hsa05214,24
hsa04630,hsa05221,24
hsa04630,hsa05235,24
hsa04630,hsa05321,24
hsa04640,hsa05200,24
hsa04650,hsa04910,24
hsa04650,hsa05210,24
hsa04650,hsa05224,24
hsa04650,hsa05226,24
hsa04657,hsa04660,24
hsa04657,hsa05168,24
hsa04657,hsa05418,24
hsa04660,hsa05020,24
hsa04660,hsa05223,24
hsa04660,hsa05225,24
hsa04662,hsa04910,24
hsa04662,hsa05224,24
hsa04662,hsa05225,24
hsa04664,hsa05131,24
hsa04664,hsa05214,24
hsa04664,hsa05225,24
hsa04664,hsa05418,24
hsa04672,hsa05166,24
hsa04713,hsa04918,24
hsa04713,hsa04922,24
hsa04714,hsa04912,24
hsa04714,hsa04925,24
hsa04714,hsa04931,24
hsa04720,hsa04730,24
hsa04720,hsa04924,24
hsa04721,hsa05110,24
hsa04721,hsa05120,24
hsa04721,hsa05165,24
hsa04721,hsa05323,24
hsa04722,hsa04919,24
hsa04722,hsa04921,24
hsa04723,hsa04914,24
hsa04723,hsa04927,24
hsa04724,hsa04911,24
hsa04724,hsa04918,24
hsa04724,hsa04924,24
hsa04724,hsa04970,24
hsa04724,hsa05017,24
hsa04724,hsa05207,24
hsa04725,hsa04970,24
hsa04725,hsa05142,24
hsa04725,hsa05214,24
hsa04726,hsa04916,24
hsa04726,hsa04934,24
hsa04726,hsa05010,24
hsa04726,hsa05207,24
hsa04727,hsa05170,24
hsa04728,hsa04730,24
hsa04728,hsa05161,24
hsa04728,hsa05166,24
hsa04730,hsa04928,24
hsa04750,hsa04918,24
hsa04750,hsa04922,24
hsa04750,hsa04928,24
hsa04750,hsa05142,24
hsa04750,hsa05207,24
hsa04750,hsa05214,24
hsa04810,hsa04919,24
hsa04810,hsa04935,24
hsa04810,hsa05160,24
hsa04810,hsa05212,24
hsa04810,hsa05220,24
hsa04810,hsa05223,24
hsa04810,hsa05230,24
hsa04910,hsa05230,24
hsa04910,hsa05418,24
hsa04911,hsa04976,24
hsa04912,hsa04914,24
hsa04914,hsa05135,24
hsa04914,hsa05208,24
hsa04915,hsa04933,24
hsa04915,hsa05031,24
hsa04915,hsa05032,24
hsa04915,hsa05131,24
hsa04916,hsa05167,24
hsa04917,hsa05131,24
hsa04917,hsa05213,24
hsa04918,hsa04921,24
hsa04919,hsa04973,24
hsa04921,hsa04972,24
hsa04921,hsa05032,24
hsa04922,hsa04971,24
hsa04922,hsa05010,24
hsa04924,hsa05010,24
hsa04924,hsa05022,24
hsa04926,hsa05171,24
hsa04926,hsa05211,24
hsa04928,hsa04970,24
hsa04928,hsa05034,24
hsa04929,hsa05205,24
hsa04931,hsa05135,24
hsa04932,hsa05166,24
hsa04933,hsa05160,24
hsa04935,hsa04970,24
hsa04935,hsa05171,24
hsa04936,hsa05010,24
hsa04940,hsa05166,24
hsa04970,hsa04976,24
hsa05010,hsa05171,24
hsa05012,hsa05031,24
hsa05012,hsa05163,24
hsa05014,hsa05163,24
hsa05016,hsa05166,24
hsa05016,hsa05200,24
hsa05017,hsa05166,24
hsa05022,hsa05145,24
hsa05032,hsa05170,24
hsa05034,hsa05214,24
hsa05131,hsa05146,24
hsa05131,hsa05220,24
hsa05131,hsa05225,24
hsa05131,hsa05231,24
hsa05131,hsa05322,24
hsa05132,hsa05207,24
hsa05135,hsa05210,24
hsa05140,hsa05322,24
hsa05146,hsa05152,24
hsa05146,hsa05205,24
hsa05152,hsa05205,24
hsa05152,hsa05322,24
hsa05164,hsa05418,24
hsa05165,hsa05230,24
hsa05166,hsa05213,24
hsa05166,hsa05330,24
hsa05166,hsa05332,24
hsa05168,hsa05212,24
hsa05169,hsa05332,24
hsa05170,hsa05226,24
hsa05203,hsa05210,24
hsa05203,hsa05226,24
hsa05210,hsa05216,24
hsa05210,hsa05415,24
hsa05211,hsa05221,24
hsa05213,hsa05231,24
hsa05214,hsa05230,24
hsa05216,hsa05224,24
hsa05216,hsa05225,24
hsa05223,hsa05235,24
hsa05225,hsa05230,24
hsa05225,hsa05235,24
hsa05231,hsa05417,24
hsa05322,hsa05330,24
hsa00010,hsa04922,23
hsa00040,hsa00053,23
hsa00040,hsa01240,23
hsa00140,hsa00982,23
hsa00140,hsa05207,23
hsa00220,hsa01100,23
hsa00480,hsa00983,23
hsa00515,hsa01100,23
hsa00565,hsa04014,23
hsa00830,hsa05207,23
hsa01200,hsa01210,23
hsa01232,hsa01240,23
hsa01521,hsa04020,23
hsa01521,hsa04210,23
hsa01521,hsa04218,23
hsa01521,hsa04517,23
hsa01521,hsa04540,23
hsa01521,hsa04660,23
hsa01522,hsa04261,23
hsa01522,hsa04380,23
hsa01522,hsa04620,23
hsa01522,hsa04662,23
hsa01522,hsa04923,23
hsa01522,hsa05132,23
hsa01522,hsa05142,23
hsa01524,hsa04151,23
hsa01524,hsa05164,23
hsa01524,hsa05167,23
hsa01524,hsa05222,23
hsa04010,hsa04611,23
hsa04010,hsa04658,23
hsa04010,hsa04666,23
hsa04010,hsa04928,23
hsa04010,hsa04929,23
hsa04010,hsa05202,23
hsa04012,hsa04210,23
hsa04012,hsa04725,23
hsa04014,hsa04630,23
hsa04014,hsa04727,23
hsa04014,hsa04916,23
hsa04014,hsa05032,23
hsa04015,hsa04070,23
hsa04015,hsa04380,23
hsa04015,hsa04714,23
hsa04015,hsa04726,23
hsa04015,hsa05213,23
hsa04020,hsa04310,23
hsa04020,hsa05034,23
hsa04020,hsa05224,23
hsa04022,hsa04714,23
hsa04022,hsa05012,23
hsa04022,hsa05414,23
hsa04024,hsa04620,23
hsa04060,hsa04623,23
hsa04060,hsa04668,23
hsa04062,hsa04621,23
hsa04062,hsa05145,23
hsa04062,hsa05168,23
hsa04062,hsa05415,23
hsa04064,hsa05161,23
hsa04066,hsa04211,23
hsa04066,hsa04722,23
hsa04066,hsa05010,23
hsa04066,hsa05171,23
hsa04066,hsa05224,23
hsa04066,hsa05226,23
hsa04068,hsa04371,23
hsa04068,hsa04662,23
hsa04068,hsa04668,23
hsa04068,hsa04915,23
hsa04068,hsa05022,23
hsa04068,hsa05132,23
hsa04071,hsa04910,23
hsa04071,hsa04921,23
hsa04071,hsa04931,23
hsa04071,hsa05017,23
hsa04071,hsa05130,23
hsa04071,hsa05171,23
hsa04071,hsa05220,23
hsa04072,hsa04082,23
hsa04072,hsa04630,23
hsa04072,hsa04929,23
hsa04072,hsa05135,23
hsa04072,hsa05160,23
hsa04072,hsa05170,23
hsa04072,hsa05212,23
hsa04072,hsa05213,23
hsa04072,hsa05221,23
hsa04072,hsa05230,23
hsa04072,hsa05235,23
hsa04072,hsa05417,23
hsa04081,hsa04927,23
hsa04082,hsa04911,23
hsa04082,hsa04925,23
hsa04082,hsa04934,23
hsa04110,hsa04115,23
hsa04110,hsa04350,23
hsa04110,hsa05161,23
hsa04110,hsa05226,23
hsa04114,hsa04722,23
hsa04114,hsa04922,23
hsa04114,hsa04935,23
hsa04114,hsa05031,23
hsa04114,hsa05417,23
hsa04140,hsa04510,23
hsa04140,hsa04914,23
hsa04140,hsa05168,23
hsa04140,hsa05212,23
hsa04140,hsa05224,23
hsa04144,hsa04517,23
hsa04144,hsa04530,23
hsa04144,hsa05200,23
hsa04145,hsa05010,23
hsa04148,hsa05205,23
hsa04150,hsa04210,23
hsa04150,hsa04650,23
hsa04150,hsa04810,23
hsa04150,hsa04914,23
hsa04150,hsa04917,23
hsa04150,hsa05135,23
hsa04150,hsa05167,23
hsa04150,hsa05211,23
hsa04150,hsa05417,23
hsa04210,hsa04936,23
hsa04211,hsa04911,23
hsa04211,hsa04920,23
hsa04211,hsa04925,23
hsa04211,hsa04928,23
hsa04215,hsa05200,23
hsa04218,hsa04510,23
hsa04218,hsa04659,23
hsa04218,hsa05162,23
hsa04218,hsa05211,23
hsa04218,hsa05231,23
hsa04261,hsa04722,23
hsa04261,hsa04976,23
hsa04270,hsa05034,23
hsa04310,hsa05210,23
hsa04330,hsa05200,23
hsa04360,hsa04611,23
hsa04370,hsa04912,23
hsa04370,hsa05131,23
hsa04370,hsa05166,23
hsa04370,hsa05210,23
hsa04380,hsa04666,23
hsa04390,hsa04392,23
hsa04390,hsa05210,23
hsa04510,hsa04530,23
hsa04510,hsa05010,23
hsa04510,hsa05203,23
hsa04512,hsa05410,23
hsa04512,hsa05412,23
hsa04512,hsa05414,23
hsa04514,hsa05168,23
hsa04517,hsa05016,23
hsa04517,hsa05120,23
hsa04517,hsa05169,23
hsa04517,hsa05210,23
hsa04540,hsa04911,23
hsa04550,hsa04664,23
hsa04550,hsa04919,23
hsa04550,hsa05208,23
hsa04611,hsa04916,23
hsa04612,hsa04650,23
hsa04612,hsa04940,23
hsa04612,hsa05145,23
hsa04612,hsa05330,23
hsa04613,hsa04621,23
hsa04613,hsa04660,23
hsa04613,hsa04662,23
hsa04613,hsa05165,23
hsa04613,hsa05225,23
hsa04620,hsa04662,23
hsa04620,hsa05022,23
hsa04620,hsa05205,23
hsa04622,hsa05130,23
hsa04625,hsa04728,23
hsa04625,hsa04810,23
hsa04625,hsa05212,23
hsa04625,hsa05215,23
hsa04630,hsa04660,23
hsa04630,hsa05223,23
hsa04640,hsa04658,23
hsa04640,hsa05323,23
hsa04650,hsa04926,23
hsa04650,hsa05211,23
hsa04650,hsa05320,23
hsa04659,hsa05323,23
hsa04660,hsa04915,23
hsa04660,hsa05206,23
hsa04660,hsa05213,23
hsa04660,hsa05214,23
hsa04662,hsa04915,23
hsa04662,hsa05164,23
hsa04662,hsa05211,23
hsa04662,hsa05212,23
hsa04662,hsa05214,23
hsa04662,hsa05223,23
hsa04664,hsa05010,23
hsa04664,hsa05166,23
hsa04664,hsa05171,23
hsa04664,hsa05221,23
hsa04666,hsa05130,23
hsa04666,hsa05163,23
hsa04670,hsa05132,23
hsa04670,hsa05415,23
hsa04714,hsa05165,23
hsa04714,hsa05166,23
hsa04720,hsa04723,23
hsa04720,hsa04910,23
hsa04720,hsa04928,23
hsa04720,hsa04970,23
hsa04722,hsa04725,23
hsa04722,hsa04728,23
hsa04722,hsa05133,23
hsa04722,hsa05145,23
hsa04722,hsa05164,23
hsa04722,hsa05168,23
hsa04723,hsa04918,23
hsa04723,hsa04970,23
hsa04724,hsa04927,23
hsa04724,hsa05010,23
hsa04725,hsa04730,23
hsa04725,hsa04933,23
hsa04725,hsa05031,23
hsa04725,hsa05203,23
hsa04728,hsa04970,23
hsa04728,hsa05017,23
hsa04728,hsa05205,23
hsa04750,hsa04910,23
hsa04750,hsa04924,23
hsa04750,hsa05012,23
hsa04750,hsa05166,23
hsa04810,hsa04926,23
hsa04810,hsa05161,23
hsa04810,hsa05167,23
hsa04810,hsa05221,23
hsa04810,hsa05410,23
hsa04810,hsa05414,23
hsa04810,hsa05418,23
hsa04910,hsa05022,23
hsa04911,hsa04961,23
hsa04911,hsa05166,23
hsa04912,hsa04913,23
hsa04912,hsa04933,23
hsa04912,hsa05012,23
hsa04912,hsa05034,23
hsa04914,hsa04917,23
hsa04914,hsa05142,23
hsa04914,hsa05215,23
hsa04915,hsa05206,23
hsa04915,hsa05211,23
hsa04915,hsa05223,23
hsa04916,hsa04919,23
hsa04916,hsa04924,23
hsa04916,hsa05170,23
hsa04917,hsa04919,23
hsa04917,hsa04932,23
hsa04917,hsa05162,23
hsa04917,hsa05169,23
hsa04917,hsa05212,23
hsa04918,hsa04961,23
hsa04918,hsa05166,23
hsa04918,hsa05200,23
hsa04919,hsa04921,23
hsa04919,hsa04960,23
hsa04919,hsa05164,23
hsa04919,hsa05211,23
hsa04921,hsa05012,23
hsa04921,hsa05412,23
hsa04925,hsa04976,23
hsa04925,hsa05034,23
hsa04926,hsa04932,23
hsa04926,hsa05169,23
hsa04926,hsa05221,23
hsa04926,hsa05223,23
hsa04929,hsa05022,23
hsa04930,hsa04931,23
hsa04931,hsa05167,23
hsa04931,hsa05168,23
hsa04931,hsa05170,23
hsa04932,hsa04935,23
hsa04932,hsa05152,23
hsa04933,hsa05145,23
hsa04933,hsa05231,23
hsa04934,hsa05020,23
hsa04934,hsa05034,23
hsa04934,hsa05161,23
hsa04935,hsa05132,23
hsa04935,hsa05169,23
hsa04936,hsa05208,23
hsa04940,hsa05164,23
hsa04940,hsa05169,23
hsa04971,hsa05022,23
hsa04972,hsa05163,23
hsa05010,hsa05203,23
hsa05012,hsa05167,23
hsa05017,hsa05167,23
hsa05017,hsa05170,23
hsa05020,hsa05142,23
hsa05022,hsa05171,23
hsa05022,hsa05206,23
hsa05031,hsa05200,23
hsa05032,hsa05207,23
hsa05034,hsa05165,23
hsa05100,hsa05130,23
hsa05120,hsa05131,23
hsa05132,hsa05212,23
hsa05132,hsa05221,23
hsa05134,hsa05152,23
hsa05135,hsa05207,23
hsa05140,hsa05235,23
hsa05142,hsa05210,23
hsa05142,hsa05220,23
hsa05145,hsa05416,23
hsa05150,hsa05171,23
hsa05160,hsa05231,23
hsa05163,hsa05219,23
hsa05163,hsa05230,23
hsa05164,hsa05225,23
hsa05164,hsa05416,23
hsa05165,hsa05410,23
hsa05166,hsa05320,23
hsa05169,hsa05202,23
hsa05169,hsa05321,23
hsa05171,hsa05203,23
hsa05202,hsa05222,23
hsa05203,hsa05214,23
hsa05203,hsa05218,23
hsa05203,hsa05221,23
hsa05203,hsa05224,23
hsa05203,hsa05225,23
hsa05205,hsa05219,23
hsa05212,hsa05418,23
hsa05213,hsa05222,23
hsa05213,hsa05230,23
hsa05214,hsa05235,23
hsa05218,hsa05219,23
hsa05219,hsa05223,23
hsa05221,hsa05417,23
hsa05223,hsa05230,23
hsa05225,hsa05415,23
hsa05225,hsa05417,23
hsa05226,hsa05235,23
hsa05230,hsa05231,23
hsa05235,hsa05418,23
hsa05321,hsa05330,23
hsa05323,hsa05332,23
hsa00340,hsa01100,22
hsa00480,hsa00980,22
hsa00480,hsa00982,22
hsa00480,hsa05204,22
hsa00564,hsa00590,22
hsa00564,hsa00591,22
hsa00564,hsa00592,22
hsa00565,hsa00590,22
hsa00565,hsa00591,22
hsa00565,hsa00592,22
hsa00590,hsa00592,22
hsa00591,hsa00592,22
hsa00830,hsa00983,22
hsa00980,hsa04976,22
hsa01040,hsa01212,22
hsa01100,hsa04371,22
hsa01100,hsa04912,22
hsa01100,hsa04918,22
hsa01100,hsa04928,22
hsa01521,hsa04613,22
hsa01521,hsa05166,22
hsa01522,hsa05020,22
hsa01522,hsa05162,22
hsa01522,hsa05222,22
hsa01522,hsa05230,22
hsa01524,hsa05010,22
hsa04010,hsa04114,22
hsa04010,hsa04148,22
hsa04010,hsa04714,22
hsa04010,hsa04723,22
hsa04010,hsa05014,22
hsa04010,hsa05133,22
hsa04012,hsa04218,22
hsa04012,hsa04613,22
hsa04012,hsa04630,22
hsa04012,hsa05230,22
hsa04012,hsa05415,22
hsa04014,hsa04211,22
hsa04014,hsa05162,22
hsa04014,hsa05415,22
hsa04015,hsa04140,22
hsa04015,hsa04668,22
hsa04015,hsa04972,22
hsa04015,hsa05160,22
hsa04015,hsa05221,22
hsa04020,hsa04740,22
hsa04020,hsa04918,22
hsa04022,hsa05017,22
hsa04024,hsa04213,22
hsa04024,hsa04666,22
hsa04024,hsa04933,22
hsa04060,hsa04622,22
hsa04060,hsa04672,22
hsa04060,hsa05160,22
hsa04060,hsa05166,22
hsa04060,hsa05170,22
hsa04061,hsa05163,22
hsa04062,hsa04140,22
hsa04062,hsa04550,22
hsa04064,hsa04657,22
hsa04066,hsa04072,22
hsa04066,hsa04152,22
hsa04066,hsa04926,22
hsa04066,hsa04931,22
hsa04066,hsa05166,22
hsa04066,hsa05208,22
hsa04068,hsa04370,22
hsa04068,hsa04650,22
hsa04068,hsa05162,22
hsa04068,hsa05164,22
hsa04068,hsa05222,22
hsa04068,hsa05418,22
hsa04070,hsa05010,22
hsa04070,hsa05131,22
hsa04070,hsa05170,22
hsa04071,hsa04550,22
hsa04071,hsa04670,22
hsa04071,hsa05213,22
hsa04072,hsa04080,22
hsa04072,hsa04517,22
hsa04072,hsa04726,22
hsa04072,hsa04923,22
hsa04081,hsa04913,22
hsa04081,hsa04924,22
hsa04081,hsa05166,22
hsa04082,hsa04720,22
hsa04110,hsa05160,22
hsa04114,hsa04724,22
hsa04114,hsa04725,22
hsa04114,hsa04970,22
hsa04114,hsa05152,22
hsa04114,hsa05167,22
hsa04114,hsa05205,22
hsa04115,hsa05162,22
hsa04140,hsa04664,22
hsa04140,hsa04810,22
hsa04140,hsa04917,22
hsa04140,hsa05016,22
hsa04140,hsa05162,22
hsa04140,hsa05206,22
hsa04140,hsa05221,22
hsa04140,hsa05226,22
hsa04145,hsa04966,22
hsa04145,hsa05320,22
hsa04145,hsa05322,22
hsa04145,hsa05330,22
hsa04148,hsa05022,22
hsa04148,hsa05152,22
hsa04150,hsa04714,22
hsa04150,hsa04926,22
hsa04150,hsa05166,22
hsa04150,hsa05218,22
hsa04151,hsa04659,22
hsa04151,hsa04922,22
hsa04151,hsa04928,22
hsa04151,hsa05412,22
hsa04152,hsa04935,22
hsa04152,hsa05207,22
hsa04210,hsa04725,22
hsa04210,hsa05171,22
hsa04211,hsa04611,22
hsa04211,hsa04668,22
hsa04211,hsa04918,22
hsa04211,hsa04927,22
hsa04211,hsa04934,22
hsa04211,hsa05131,22
hsa04211,hsa05205,22
hsa04213,hsa04611,22
hsa04213,hsa04921,22
hsa04213,hsa05165,22
hsa04218,hsa04360,22
hsa04218,hsa04611,22
hsa04218,hsa04668,22
hsa04218,hsa04929,22
hsa04218,hsa05017,22
hsa04218,hsa05230,22
hsa04261,hsa05152,22
hsa04261,hsa05170,22
hsa04270,hsa04510,22
hsa04360,hsa05225,22
hsa04360,hsa05235,22
hsa04370,hsa04550,22
hsa04370,hsa05020,22
hsa04370,hsa05206,22
hsa04370,hsa05211,22
hsa04370,hsa05212,22
hsa04370,hsa05418,22
hsa04371,hsa04625,22
hsa04371,hsa04730,22
hsa04371,hsa04810,22
hsa04371,hsa04919,22
hsa04371,hsa04933,22
hsa04380,hsa05203,22
hsa04380,hsa05221,22
hsa04510,hsa04668,22
hsa04514,hsa05323,22
hsa04517,hsa04550,22
hsa04517,hsa04750,22
hsa04517,hsa05166,22
hsa04517,hsa05415,22
hsa04530,hsa04921,22
hsa04540,hsa04924,22
hsa04540,hsa04927,22
hsa04540,hsa05205,22
hsa04540,hsa05231,22
hsa04550,hsa05170,22
hsa04550,hsa05218,22
hsa04550,hsa05220,22
hsa04550,hsa05221,22
hsa04550,hsa05230,22
hsa04550,hsa05417,22
hsa04550,hsa05418,22
hsa04611,hsa04924,22
hsa04611,hsa04925,22
hsa04611,hsa04927,22
hsa04611,hsa05418,22
hsa04613,hsa04917,22
hsa04613,hsa04929,22
hsa04613,hsa05146,22
hsa04613,hsa05207,22
hsa04613,hsa05231,22
hsa04620,hsa04658,22
hsa04620,hsa04659,22
hsa04621,hsa04722,22
hsa04622,hsa05132,22
hsa04623,hsa05152,22
hsa04625,hsa04630,22
hsa04630,hsa05203,22
hsa04630,hsa05210,22
hsa04630,hsa05220,22
hsa04630,hsa05226,22
hsa04630,hsa05231,22
hsa04640,hsa05321,22
hsa04650,hsa04670,22
hsa04650,hsa04915,22
hsa04650,hsa04917,22
hsa04650,hsa05208,22
hsa04657,hsa05145,22
hsa04657,hsa05164,22
hsa04659,hsa05131,22
hsa04660,hsa04666,22
hsa04660,hsa04914,22
hsa04660,hsa04931,22
hsa04660,hsa05203,22
hsa04660,hsa05226,22
hsa04662,hsa04933,22
hsa04662,hsa05171,22
hsa04662,hsa05206,22
hsa04662,hsa05213,22
hsa04662,hsa05226,22
hsa04664,hsa04914,22
hsa04664,hsa04919,22
hsa04664,hsa05022,22
hsa04664,hsa05160,22
hsa04664,hsa05165,22
hsa04664,hsa05207,22
hsa04664,hsa05211,22
hsa04664,hsa05213,22
hsa04664,hsa05215,22
hsa04664,hsa05220,22
hsa04666,hsa04750,22
hsa04668,hsa04725,22
hsa04668,hsa05120,22
hsa04672,hsa05322,22
hsa04713,hsa05012,22
hsa04714,hsa04725,22
hsa04714,hsa04911,22
hsa04714,hsa04916,22
hsa04714,hsa04923,22
hsa04714,hsa04928,22
hsa04720,hsa05207,22
hsa04721,hsa04966,22
hsa04722,hsa04936,22
hsa04722,hsa05020,22
hsa04722,hsa05218,22
hsa04723,hsa04730,22
hsa04723,hsa04742,22
hsa04724,hsa04972,22
hsa04724,hsa05020,22
hsa04725,hsa04810,22
hsa04725,hsa04924,22
hsa04725,hsa04972,22
hsa04725,hsa05017,22
hsa04726,hsa04742,22
hsa04727,hsa04935,22
hsa04727,hsa05033,22
hsa04728,hsa04929,22
hsa04730,hsa04915,22
hsa04750,hsa04913,22
hsa04750,hsa05020,22
hsa04750,hsa05031,22
hsa04750,hsa05146,22
hsa04810,hsa04915,22
hsa04810,hsa04917,22
hsa04810,hsa05412,22
hsa04910,hsa05235,22
hsa04912,hsa05020,22
hsa04912,hsa05031,22
hsa04912,hsa05152,22
hsa04914,hsa05167,22
hsa04914,hsa05417,22
hsa04915,hsa05160,22
hsa04915,hsa05213,22
hsa04915,hsa05221,22
hsa04916,hsa05214,22
hsa04916,hsa05215,22
hsa04916,hsa05417,22
hsa04917,hsa05132,22
hsa04917,hsa05142,22
hsa04918,hsa04922,22
hsa04918,hsa04976,22
hsa04919,hsa05208,22
hsa04919,hsa05218,22
hsa04919,hsa05221,22
hsa04919,hsa05235,22
hsa04920,hsa04922,22
hsa04922,hsa04927,22
hsa04922,hsa04928,22
hsa04922,hsa05152,22
