PATHWAY_ID1,PATHWAY_ID2,OVERLAP_COUNT
hsa05131,hsa05202,32
hsa05132,hsa05133,32
hsa05132,hsa05160,32
hsa05132,hsa05235,32
hsa05135,hsa05165,32
hsa05145,hsa05165,32
hsa05145,hsa05171,32
hsa05160,hsa05206,32
hsa05160,hsa05208,32
hsa05160,hsa05221,32
hsa05160,hsa05235,32
hsa05163,hsa05213,32
hsa05165,hsa05208,32
hsa05165,hsa05235,32
hsa05166,hsa05206,32
hsa05167,hsa05221,32
hsa05169,hsa05206,32
hsa05169,hsa05416,32
hsa05169,hsa05418,32
hsa05205,hsa05212,32
hsa05205,hsa05213,32
hsa05205,hsa05220,32
hsa05205,hsa05231,32
hsa05206,hsa05210,32
hsa05206,hsa05218,32
hsa05207,hsa05231,32
hsa05208,hsa05210,32
hsa05208,hsa05211,32
hsa05208,hsa05212,32
hsa05208,hsa05220,32
hsa05211,hsa05225,32
hsa05212,hsa05213,32
hsa05214,hsa05231,32
hsa05222,hsa05223,32
hsa00030,hsa01100,31
hsa00053,hsa01100,31
hsa00190,hsa04260,31
hsa00230,hsa00240,31
hsa00410,hsa01100,31
hsa00561,hsa00564,31
hsa01100,hsa03320,31
hsa01100,hsa04260,31
hsa01100,hsa04611,31
hsa01100,hsa05165,31
hsa01521,hsa05167,31
hsa01521,hsa05213,31
hsa01522,hsa04660,31
hsa01522,hsa05231,31
hsa01522,hsa05417,31
hsa03082,hsa04613,31
hsa04010,hsa04150,31
hsa04010,hsa04726,31
hsa04010,hsa05162,31
hsa04010,hsa05223,31
hsa04012,hsa05167,31
hsa04012,hsa05213,31
hsa04012,hsa05221,31
hsa04012,hsa05417,31
hsa04014,hsa04150,31
hsa04014,hsa04210,31
hsa04014,hsa04917,31
hsa04014,hsa04921,31
hsa04014,hsa04933,31
hsa04014,hsa05131,31
hsa04014,hsa05160,31
hsa04015,hsa04550,31
hsa04015,hsa04625,31
hsa04015,hsa04728,31
hsa04020,hsa04916,31
hsa04020,hsa04972,31
hsa04022,hsa04062,31
hsa04022,hsa04114,31
hsa04022,hsa05167,31
hsa04024,hsa04218,31
hsa04024,hsa04922,31
hsa04024,hsa05165,31
hsa04024,hsa05415,31
hsa04060,hsa04657,31
hsa04060,hsa05167,31
hsa04060,hsa05321,31
hsa04062,hsa04625,31
hsa04062,hsa04666,31
hsa04062,hsa04914,31
hsa04062,hsa04919,31
hsa04064,hsa04621,31
hsa04064,hsa04936,31
hsa04064,hsa05131,31
hsa04068,hsa04210,31
hsa04068,hsa05218,31
hsa04071,hsa04370,31
hsa04071,hsa04510,31
hsa04072,hsa04370,31
hsa04072,hsa04650,31
hsa04072,hsa04750,31
hsa04072,hsa04910,31
hsa04072,hsa05225,31
hsa04081,hsa04211,31
hsa04081,hsa04261,31
hsa04110,hsa04914,31
hsa04114,hsa05170,31
hsa04140,hsa05170,31
hsa04145,hsa05110,31
hsa04150,hsa04722,31
hsa04150,hsa05206,31
hsa04150,hsa05215,31
hsa04151,hsa04550,31
hsa04151,hsa04917,31
hsa04151,hsa05142,31
hsa04217,hsa05170,31
hsa04218,hsa05160,31
hsa04260,hsa04714,31
hsa04260,hsa04932,31
hsa04260,hsa05012,31
hsa04260,hsa05014,31
hsa04260,hsa05016,31
hsa04260,hsa05208,31
hsa04261,hsa04720,31
hsa04261,hsa04723,31
hsa04270,hsa04725,31
hsa04350,hsa04390,31
hsa04370,hsa04666,31
hsa04371,hsa04540,31
hsa04371,hsa04714,31
hsa04371,hsa04922,31
hsa04371,hsa04925,31
hsa04371,hsa05207,31
hsa04380,hsa04658,31
hsa04380,hsa04664,31
hsa04380,hsa04722,31
hsa04380,hsa04926,31
hsa04380,hsa04932,31
hsa04380,hsa05165,31
hsa04380,hsa05415,31
hsa04510,hsa04520,31
hsa04510,hsa04650,31
hsa04510,hsa04666,31
hsa04510,hsa05207,31
hsa04510,hsa05218,31
hsa04517,hsa05163,31
hsa04517,hsa05165,31
hsa04540,hsa04724,31
hsa04550,hsa05167,31
hsa04611,hsa04914,31
hsa04612,hsa05168,31
hsa04613,hsa05022,31
hsa04613,hsa05135,31
hsa04620,hsa04722,31
hsa04620,hsa05418,31
hsa04622,hsa05152,31
hsa04623,hsa05160,31
hsa04625,hsa05133,31
hsa04630,hsa05166,31
hsa04658,hsa05167,31
hsa04658,hsa05170,31
hsa04659,hsa05142,31
hsa04659,hsa05168,31
hsa04660,hsa04728,31
hsa04660,hsa04935,31
hsa04660,hsa05162,31
hsa04660,hsa05211,31
hsa04662,hsa04722,31
hsa04664,hsa04926,31
hsa04664,hsa05163,31
hsa04668,hsa05020,31
hsa04668,hsa05203,31
hsa04670,hsa05417,31
hsa04714,hsa04926,31
hsa04722,hsa05165,31
hsa04722,hsa05207,31
hsa04722,hsa05226,31
hsa04723,hsa04915,31
hsa04724,hsa04750,31
hsa04724,hsa04928,31
hsa04724,hsa04935,31
hsa04725,hsa04918,31
hsa04728,hsa05030,31
hsa04728,hsa05165,31
hsa04728,hsa05207,31
hsa04750,hsa04970,31
hsa04750,hsa05205,31
hsa04910,hsa04930,31
hsa04910,hsa05167,31
hsa04910,hsa05210,31
hsa04910,hsa05224,31
hsa04910,hsa05226,31
hsa04911,hsa04912,31
hsa04911,hsa04916,31
hsa04911,hsa04921,31
hsa04915,hsa04971,31
hsa04915,hsa05020,31
hsa04917,hsa05163,31
hsa04917,hsa05224,31
hsa04918,hsa04927,31
hsa04918,hsa04934,31
hsa04919,hsa05010,31
hsa04919,hsa05131,31
hsa04919,hsa05223,31
hsa04924,hsa04925,31
hsa04926,hsa05010,31
hsa04926,hsa05146,31
hsa04926,hsa05203,31
hsa04926,hsa05210,31
hsa04926,hsa05220,31
hsa04926,hsa05225,31
hsa04932,hsa05132,31
hsa04932,hsa05142,31
hsa04932,hsa05162,31
hsa04935,hsa05203,31
hsa04935,hsa05208,31
hsa04970,hsa05163,31
hsa05014,hsa05167,31
hsa05017,hsa05131,31
hsa05020,hsa05162,31
hsa05120,hsa05323,31
hsa05130,hsa05142,31
hsa05130,hsa05145,31
hsa05130,hsa05162,31
hsa05131,hsa05145,31
hsa05132,hsa05205,31
hsa05132,hsa05210,31
hsa05133,hsa05135,31
hsa05134,hsa05417,31
hsa05135,hsa05145,31
hsa05140,hsa05171,31
hsa05145,hsa05163,31
hsa05145,hsa05321,31
hsa05146,hsa05222,31
hsa05161,hsa05211,31
hsa05161,hsa05213,31
hsa05164,hsa05235,31
hsa05165,hsa05231,31
hsa05166,hsa05224,31
hsa05166,hsa05415,31
hsa05167,hsa05213,31
hsa05167,hsa05218,31
hsa05168,hsa05222,31
hsa05169,hsa05210,31
hsa05170,hsa05206,31
hsa05171,hsa05235,31
hsa05205,hsa05218,31
hsa05210,hsa05211,31
hsa05211,hsa05220,31
hsa05215,hsa05231,31
hsa05222,hsa05417,31
hsa05330,hsa05332,31
hsa00020,hsa01100,30
hsa00140,hsa05204,30
hsa00520,hsa01250,30
hsa00563,hsa01100,30
hsa00591,hsa01100,30
hsa00830,hsa05204,30
hsa01100,hsa04020,30
hsa01521,hsa04917,30
hsa01521,hsa05160,30
hsa01521,hsa05170,30
hsa01521,hsa05211,30
hsa01521,hsa05212,30
hsa01521,hsa05220,30
hsa01522,hsa04140,30
hsa01522,hsa04213,30
hsa01522,hsa04611,30
hsa01522,hsa04725,30
hsa01522,hsa04934,30
hsa01522,hsa05131,30
hsa01522,hsa05169,30
hsa01522,hsa05213,30
hsa04010,hsa04517,30
hsa04010,hsa04650,30
hsa04010,hsa04910,30
hsa04012,hsa04068,30
hsa04012,hsa04150,30
hsa04012,hsa04650,30
hsa04012,hsa04915,30
hsa04014,hsa05221,30
hsa04014,hsa05235,30
hsa04015,hsa04066,30
hsa04015,hsa04650,30
hsa04015,hsa04660,30
hsa04015,hsa04928,30
hsa04015,hsa04971,30
hsa04015,hsa05132,30
hsa04015,hsa05166,30
hsa04015,hsa05211,30
hsa04015,hsa05225,30
hsa04020,hsa04114,30
hsa04020,hsa04611,30
hsa04020,hsa04915,30
hsa04022,hsa04072,30
hsa04022,hsa04750,30
hsa04022,hsa05417,30
hsa04024,hsa04151,30
hsa04024,hsa05030,30
hsa04060,hsa04659,30
hsa04060,hsa05171,30
hsa04062,hsa05010,30
hsa04062,hsa05225,30
hsa04066,hsa04910,30
hsa04066,hsa05211,30
hsa04068,hsa04510,30
hsa04068,hsa05131,30
hsa04068,hsa05417,30
hsa04071,hsa04613,30
hsa04071,hsa05132,30
hsa04071,hsa05231,30
hsa04071,hsa05418,30
hsa04072,hsa04722,30
hsa04072,hsa05206,30
hsa04081,hsa05034,30
hsa04081,hsa05170,30
hsa04110,hsa04151,30
hsa04115,hsa05200,30
hsa04140,hsa05417,30
hsa04144,hsa05132,30
hsa04145,hsa04517,30
hsa04151,hsa04936,30
hsa04152,hsa04936,30
hsa04210,hsa04218,30
hsa04210,hsa04517,30
hsa04210,hsa04620,30
hsa04210,hsa05012,30
hsa04210,hsa05142,30
hsa04210,hsa05205,30
hsa04210,hsa05215,30
hsa04211,hsa04371,30
hsa04213,hsa04915,30
hsa04213,hsa04935,30
hsa04218,hsa04371,30
hsa04218,hsa04935,30
hsa04218,hsa05222,30
hsa04261,hsa04924,30
hsa04261,hsa05034,30
hsa04350,hsa04550,30
hsa04370,hsa04625,30
hsa04370,hsa04650,30
hsa04370,hsa04660,30
hsa04371,hsa04970,30
hsa04382,hsa05150,30
hsa04510,hsa04664,30
hsa04510,hsa05161,30
hsa04510,hsa05213,30
hsa04510,hsa05223,30
hsa04514,hsa05416,30
hsa04517,hsa04540,30
hsa04517,hsa04935,30
hsa04517,hsa05167,30
hsa04520,hsa04810,30
hsa04540,hsa04723,30
hsa04540,hsa04730,30
hsa04540,hsa04934,30
hsa04540,hsa04970,30
hsa04550,hsa05161,30
hsa04550,hsa05210,30
hsa04611,hsa04664,30
hsa04611,hsa04713,30
hsa04611,hsa04971,30
hsa04620,hsa04657,30
hsa04620,hsa05133,30
hsa04620,hsa05166,30
hsa04622,hsa05200,30
hsa04623,hsa05161,30
hsa04625,hsa05165,30
hsa04625,hsa05168,30
hsa04630,hsa04659,30
hsa04657,hsa05130,30
hsa04657,hsa05161,30
hsa04657,hsa05169,30
hsa04658,hsa05168,30
hsa04660,hsa04933,30
hsa04660,hsa05130,30
hsa04660,hsa05171,30
hsa04662,hsa05208,30
hsa04664,hsa04912,30
hsa04666,hsa05170,30
hsa04668,hsa05022,30
hsa04668,hsa05145,30
hsa04713,hsa04928,30
hsa04713,hsa05167,30
hsa04720,hsa04750,30
hsa04720,hsa04915,30
hsa04720,hsa04922,30
hsa04720,hsa04925,30
hsa04720,hsa05417,30
hsa04722,hsa04750,30
hsa04722,hsa05166,30
hsa04722,hsa05224,30
hsa04723,hsa04750,30
hsa04723,hsa04925,30
hsa04723,hsa05167,30
hsa04724,hsa04730,30
hsa04725,hsa05161,30
hsa04726,hsa04935,30
hsa04728,hsa04911,30
hsa04728,hsa04971,30
hsa04728,hsa05142,30
hsa04810,hsa05210,30
hsa04910,hsa05208,30
hsa04910,hsa05215,30
hsa04911,hsa05207,30
hsa04912,hsa04970,30
hsa04912,hsa05161,30
hsa04912,hsa05167,30
hsa04914,hsa05170,30
hsa04915,hsa04919,30
hsa04917,hsa04933,30
hsa04917,hsa05220,30
hsa04918,hsa04972,30
hsa04919,hsa04933,30
hsa04919,hsa05215,30
hsa04919,hsa05417,30
hsa04921,hsa05410,30
hsa04922,hsa05031,30
hsa04925,hsa05207,30
hsa04926,hsa05226,30
hsa04926,hsa05418,30
hsa04929,hsa05010,30
hsa04929,hsa05163,30
hsa04931,hsa05163,30
hsa04931,hsa05166,30
hsa04932,hsa04933,30
hsa04932,hsa05135,30
hsa04932,hsa05160,30
hsa04932,hsa05418,30
hsa04933,hsa05208,30
hsa04933,hsa05220,30
hsa04933,hsa05225,30
hsa04934,hsa05215,30
hsa04935,hsa05231,30
hsa04935,hsa05235,30
hsa05010,hsa05207,30
hsa05020,hsa05171,30
hsa05022,hsa05162,30
hsa05022,hsa05166,30
hsa05031,hsa05163,30
hsa05130,hsa05133,30
hsa05130,hsa05168,30
hsa05132,hsa05165,30
hsa05132,hsa05208,30
hsa05133,hsa05200,30
hsa05135,hsa05152,30
hsa05140,hsa05142,30
hsa05140,hsa05417,30
hsa05142,hsa05415,30
hsa05142,hsa05418,30
hsa05146,hsa05163,30
hsa05152,hsa05320,30
hsa05161,hsa05415,30
hsa05162,hsa05212,30
hsa05164,hsa05320,30
hsa05166,hsa05221,30
hsa05166,hsa05223,30
hsa05169,hsa05215,30
hsa05169,hsa05223,30
hsa05169,hsa05224,30
hsa05169,hsa05226,30
hsa05170,hsa05220,30
hsa05170,hsa05225,30
hsa05203,hsa05222,30
hsa05207,hsa05214,30
hsa05207,hsa05220,30
hsa05208,hsa05223,30
hsa05210,hsa05417,30
hsa05211,hsa05226,30
hsa05213,hsa05221,30
hsa05214,hsa05417,30
hsa05215,hsa05222,30
hsa00010,hsa00620,29
hsa00564,hsa05231,29
hsa00983,hsa01240,29
hsa01100,hsa04014,29
hsa01100,hsa04726,29
hsa01100,hsa04921,29
hsa01100,hsa05110,29
hsa01521,hsa04630,29
hsa01521,hsa04650,29
hsa01521,hsa04915,29
hsa01521,hsa04926,29
hsa01521,hsa05221,29
hsa01522,hsa04371,29
hsa01522,hsa04750,29
hsa01522,hsa04933,29
hsa03013,hsa03015,29
hsa03082,hsa05034,29
hsa03272,hsa05160,29
hsa04010,hsa04360,29
hsa04010,hsa04659,29
hsa04010,hsa04720,29
hsa04010,hsa04728,29
hsa04010,hsa05171,29
hsa04012,hsa04664,29
hsa04012,hsa05160,29
hsa04012,hsa05212,29
hsa04015,hsa04068,29
hsa04015,hsa04082,29
hsa04015,hsa05161,29
hsa04015,hsa05210,29
hsa04020,hsa04723,29
hsa04020,hsa04927,29
hsa04020,hsa04935,29
hsa04020,hsa05218,29
hsa04022,hsa04082,29
hsa04022,hsa04724,29
hsa04022,hsa04919,29
hsa04022,hsa04923,29
hsa04024,hsa04114,29
hsa04024,hsa04660,29
hsa04024,hsa04668,29
hsa04024,hsa05215,29
hsa04024,hsa05418,29
hsa04060,hsa04217,29
hsa04060,hsa04640,29
hsa04060,hsa04936,29
hsa04062,hsa04370,29
hsa04062,hsa04664,29
hsa04062,hsa04668,29
hsa04062,hsa04750,29
hsa04062,hsa04916,29
hsa04062,hsa04928,29
hsa04062,hsa05164,29
hsa04062,hsa05206,29
hsa04062,hsa05211,29
hsa04062,hsa05215,29
hsa04062,hsa05221,29
hsa04062,hsa05223,29
hsa04064,hsa04620,29
hsa04064,hsa05168,29
hsa04066,hsa04150,29
hsa04066,hsa05163,29
hsa04066,hsa05170,29
hsa04066,hsa05207,29
hsa04066,hsa05214,29
hsa04066,hsa05415,29
hsa04068,hsa04071,29
hsa04068,hsa04625,29
hsa04068,hsa04664,29
hsa04068,hsa05142,29
hsa04068,hsa05211,29
hsa04071,hsa04725,29
hsa04071,hsa04915,29
hsa04072,hsa04150,29
hsa04072,hsa05165,29
hsa04072,hsa05224,29
hsa04072,hsa05226,29
hsa04081,hsa04921,29
hsa04081,hsa04934,29
hsa04140,hsa04213,29
hsa04140,hsa04935,29
hsa04140,hsa05132,29
hsa04140,hsa05163,29
hsa04140,hsa05231,29
hsa04141,hsa05022,29
hsa04150,hsa04931,29
hsa04150,hsa05214,29
hsa04151,hsa04380,29
hsa04151,hsa04640,29
hsa04151,hsa05211,29
hsa04210,hsa05135,29
hsa04211,hsa04932,29
hsa04211,hsa05215,29
hsa04217,hsa05163,29
hsa04217,hsa05322,29
hsa04218,hsa04370,29
hsa04218,hsa04613,29
hsa04218,hsa05152,29
hsa04218,hsa05207,29
hsa04261,hsa04919,29
hsa04270,hsa04723,29
hsa04270,hsa04810,29
hsa04270,hsa05022,29
hsa04310,hsa05163,29
hsa04360,hsa05206,29
hsa04370,hsa04510,29
hsa04370,hsa04517,29
hsa04370,hsa04662,29
hsa04370,hsa04722,29
hsa04370,hsa04935,29
hsa04370,hsa05161,29
hsa04370,hsa05235,29
hsa04371,hsa04720,29
hsa04371,hsa04934,29
hsa04380,hsa04917,29
hsa04380,hsa05130,29
hsa04382,hsa04915,29
hsa04510,hsa04917,29
hsa04510,hsa04921,29
hsa04514,hsa04530,29
hsa04520,hsa05200,29
hsa04540,hsa04726,29
hsa04611,hsa04723,29
hsa04611,hsa04923,29
hsa04611,hsa04928,29
hsa04611,hsa04934,29
hsa04611,hsa05207,29
hsa04611,hsa05417,29
hsa04612,hsa05169,29
hsa04613,hsa04933,29
hsa04613,hsa04935,29
hsa04613,hsa05020,29
hsa04613,hsa05161,29
hsa04613,hsa05164,29
hsa04613,hsa05202,29
hsa04620,hsa04650,29
hsa04621,hsa05010,29
hsa04623,hsa04936,29
hsa04623,hsa05170,29
hsa04625,hsa04659,29
hsa04625,hsa04915,29
hsa04625,hsa04921,29
hsa04630,hsa05170,29
hsa04630,hsa05206,29
hsa04650,hsa05214,29
hsa04650,hsa05225,29
hsa04657,hsa05131,29
hsa04658,hsa05161,29
hsa04658,hsa05417,29
hsa04660,hsa05215,29
hsa04660,hsa05220,29
hsa04660,hsa05418,29
hsa04662,hsa05010,29
hsa04662,hsa05160,29
hsa04668,hsa04722,29
hsa04668,hsa05207,29
hsa04668,hsa05215,29
hsa04670,hsa05135,29
hsa04670,hsa05163,29
hsa04720,hsa04725,29
hsa04720,hsa05034,29
hsa04722,hsa04932,29
hsa04722,hsa05162,29
hsa04722,hsa05223,29
hsa04723,hsa04934,29
hsa04723,hsa05033,29
hsa04724,hsa04915,29
hsa04725,hsa04914,29
hsa04725,hsa05020,29
hsa04725,hsa05205,29
hsa04725,hsa05417,29
hsa04726,hsa05167,29
hsa04728,hsa04924,29
hsa04750,hsa05131,29
hsa04750,hsa05415,29
hsa04910,hsa04921,29
hsa04910,hsa04932,29
hsa04910,hsa05034,29
hsa04910,hsa05161,29
hsa04910,hsa05207,29
hsa04910,hsa05221,29
hsa04910,hsa05417,29
hsa04911,hsa04915,29
hsa04912,hsa05166,29
hsa04915,hsa04917,29
hsa04915,hsa05150,29
hsa04916,hsa04922,29
hsa04916,hsa05034,29
hsa04917,hsa05205,29
hsa04917,hsa05417,29
hsa04919,hsa05161,29
hsa04920,hsa04932,29
hsa04921,hsa05214,29
hsa04923,hsa04935,29
hsa04923,hsa05207,29
hsa04924,hsa04970,29
hsa04926,hsa05020,29
hsa04926,hsa05131,29
hsa04926,hsa05135,29
hsa04931,hsa05165,29
hsa04931,hsa05207,29
hsa04933,hsa05162,29
hsa04934,hsa04971,29
hsa04935,hsa04971,29
hsa04935,hsa05220,29
hsa04935,hsa05223,29
hsa04935,hsa05224,29
hsa04940,hsa05168,29
hsa04940,hsa05320,29
hsa05010,hsa05135,29
hsa05016,hsa05130,29
hsa05110,hsa05165,29
hsa05131,hsa05203,29
hsa05131,hsa05212,29
hsa05140,hsa05161,29
hsa05140,hsa05166,29
hsa05145,hsa05235,29
hsa05152,hsa05235,29
hsa05161,hsa05218,29
hsa05161,hsa05231,29
hsa05164,hsa05203,29
hsa05164,hsa05321,29
hsa05166,hsa05205,29
hsa05168,hsa05235,29
hsa05205,hsa05221,29
hsa05206,hsa05212,29
hsa05207,hsa05235,29
hsa05208,hsa05213,29
hsa05208,hsa05221,29
hsa05211,hsa05215,29
hsa05212,hsa05231,29
hsa05212,hsa05417,29
hsa05222,hsa05225,29
hsa05224,hsa05231,29
hsa05225,hsa05231,29
hsa05320,hsa05332,29
hsa05321,hsa05323,29
hsa00062,hsa01100,28
hsa00140,hsa00980,28
hsa00590,hsa00591,28
hsa00601,hsa01100,28
hsa01100,hsa04145,28
hsa01100,hsa04750,28
hsa01100,hsa04975,28
hsa01100,hsa05225,28
hsa01521,hsa04370,28
hsa01521,hsa04550,28
hsa01521,hsa05235,28
hsa01522,hsa04071,28
hsa01522,hsa04664,28
hsa01522,hsa05203,28
hsa01522,hsa05221,28
hsa01522,hsa05235,28
hsa01524,hsa05210,28
hsa04010,hsa04540,28
hsa04010,hsa04750,28
hsa04010,hsa04914,28
hsa04010,hsa04915,28
hsa04010,hsa05414,28
hsa04012,hsa04015,28
hsa04012,hsa04919,28
hsa04014,hsa04611,28
hsa04014,hsa04723,28
hsa04014,hsa04919,28
hsa04014,hsa05230,28
hsa04015,hsa04666,28
hsa04015,hsa04723,28
hsa04015,hsa04925,28
hsa04015,hsa05223,28
hsa04015,hsa05235,28
hsa04020,hsa04218,28
hsa04020,hsa04726,28
hsa04020,hsa05170,28
hsa04022,hsa04071,28
hsa04022,hsa05031,28
hsa04022,hsa05034,28
hsa04024,hsa04380,28
hsa04024,hsa04723,28
hsa04024,hsa04927,28
hsa04024,hsa05203,28
hsa04024,hsa05208,28
hsa04024,hsa05214,28
hsa04060,hsa04064,28
hsa04062,hsa04211,28
hsa04062,hsa04261,28
hsa04062,hsa05212,28
hsa04062,hsa05214,28
hsa04062,hsa05235,28
hsa04064,hsa05132,28
hsa04066,hsa05167,28
hsa04066,hsa05206,28
hsa04066,hsa05215,28
hsa04066,hsa05235,28
hsa04068,hsa04550,28
hsa04068,hsa05235,28
hsa04068,hsa05415,28
hsa04071,hsa04380,28
hsa04071,hsa04517,28
hsa04071,hsa04625,28
hsa04071,hsa04810,28
hsa04071,hsa05210,28
hsa04072,hsa04211,28
hsa04072,hsa04919,28
hsa04072,hsa05131,28
hsa04072,hsa05210,28
hsa04081,hsa04540,28
hsa04081,hsa04928,28
hsa04114,hsa04270,28
hsa04140,hsa04218,28
hsa04145,hsa04814,28
hsa04145,hsa05150,28
hsa04145,hsa05168,28
hsa04148,hsa05200,28
hsa04150,hsa04510,28
hsa04150,hsa04935,28
hsa04150,hsa05161,28
hsa04150,hsa05170,28
hsa04150,hsa05221,28
hsa04151,hsa04382,28
hsa04151,hsa04517,28
hsa04151,hsa04664,28
hsa04151,hsa05132,28
hsa04152,hsa04660,28
hsa04152,hsa04714,28
hsa04152,hsa04932,28
hsa04210,hsa04510,28
hsa04210,hsa05203,28
hsa04210,hsa05225,28
hsa04210,hsa05418,28
hsa04213,hsa04371,28
hsa04213,hsa05163,28
hsa04213,hsa05207,28
hsa04217,hsa04936,28
hsa04218,hsa04650,28
hsa04218,hsa04662,28
hsa04218,hsa04915,28
hsa04218,hsa04926,28
hsa04218,hsa05164,28
hsa04218,hsa05168,28
hsa04218,hsa05418,28
hsa04261,hsa04961,28
hsa04270,hsa04728,28
hsa04270,hsa04927,28
hsa04360,hsa04370,28
hsa04360,hsa04625,28
hsa04360,hsa04650,28
hsa04360,hsa04670,28
hsa04371,hsa04750,28
hsa04371,hsa05166,28
hsa04380,hsa04517,28
hsa04380,hsa05212,28
hsa04382,hsa05165,28
hsa04510,hsa04919,28
hsa04510,hsa05145,28
hsa04510,hsa05212,28
hsa04517,hsa05208,28
hsa04520,hsa04670,28
hsa04540,hsa04750,28
hsa04540,hsa05020,28
hsa04550,hsa05163,28
hsa04611,hsa04730,28
hsa04611,hsa05135,28
hsa04612,hsa05166,28
hsa04613,hsa04666,28
hsa04613,hsa04670,28
hsa04613,hsa05152,28
hsa04613,hsa05167,28
hsa04620,hsa04926,28
hsa04620,hsa04932,28
hsa04620,hsa04933,28
hsa04620,hsa05010,28
hsa04622,hsa05165,28
hsa04623,hsa05167,28
hsa04625,hsa04658,28
hsa04625,hsa04750,28
hsa04625,hsa04910,28
hsa04625,hsa04917,28
hsa04625,hsa04926,28
hsa04625,hsa04935,28
hsa04625,hsa05020,28
hsa04625,hsa05130,28
hsa04625,hsa05160,28
hsa04650,hsa04722,28
hsa04650,hsa04810,28
hsa04650,hsa05135,28
hsa04657,hsa05135,28
hsa04657,hsa05170,28
hsa04659,hsa05135,28
hsa04659,hsa05162,28
hsa04659,hsa05171,28
hsa04660,hsa04910,28
hsa04660,hsa05210,28
hsa04660,hsa05231,28
hsa04662,hsa05169,28
hsa04662,hsa05205,28
hsa04662,hsa05215,28
hsa04664,hsa04917,28
hsa04664,hsa05169,28
hsa04666,hsa05132,28
hsa04666,hsa05200,28
hsa04668,hsa04931,28
hsa04720,hsa04722,28
hsa04720,hsa04935,28
hsa04722,hsa05142,28
hsa04722,hsa05213,28
hsa04722,hsa05231,28
hsa04723,hsa04928,28
hsa04724,hsa04934,28
hsa04726,hsa04750,28
hsa04726,hsa04915,28
hsa04726,hsa04929,28
hsa04726,hsa05022,28
hsa04750,hsa05167,28
hsa04810,hsa04910,28
hsa04810,hsa05214,28
hsa04910,hsa04919,28
hsa04910,hsa05131,28
hsa04910,hsa05206,28
hsa04911,hsa04922,28
hsa04911,hsa04926,28
hsa04915,hsa04970,28
hsa04915,hsa05203,28
hsa04916,hsa04970,28
hsa04917,hsa05160,28
hsa04917,hsa05165,28
hsa04917,hsa05170,28
hsa04917,hsa05235,28
hsa04918,hsa04926,28
hsa04919,hsa05166,28
hsa04919,hsa05226,28
hsa04921,hsa05034,28
hsa04922,hsa05200,28
hsa04923,hsa05163,28
hsa04923,hsa05200,28
hsa04925,hsa04926,28
hsa04926,hsa05224,28
hsa04926,hsa05231,28
hsa04926,hsa05235,28
hsa04928,hsa05166,28
hsa04929,hsa05200,28
hsa04929,hsa05207,28
hsa04931,hsa04936,28
hsa04931,hsa05161,28
hsa04931,hsa05200,28
hsa04932,hsa05164,28
hsa04932,hsa05168,28
hsa04933,hsa05132,28
hsa04933,hsa05164,28
hsa04970,hsa05200,28
hsa05010,hsa05212,28
hsa05010,hsa05213,28
hsa05010,hsa05214,28
hsa05012,hsa05169,28
hsa05020,hsa05131,28
hsa05020,hsa05203,28
hsa05020,hsa05207,28
hsa05022,hsa05210,28
hsa05022,hsa05214,28
hsa05022,hsa05418,28
hsa05034,hsa05207,28
hsa05110,hsa05120,28
hsa05130,hsa05205,28
hsa05131,hsa05133,28
hsa05131,hsa05206,28
hsa05131,hsa05415,28
hsa05132,hsa05166,28
hsa05135,hsa05160,28
hsa05135,hsa05231,28
hsa05140,hsa05323,28
hsa05142,hsa05208,28
hsa05146,hsa05417,28
hsa05163,hsa05415,28
hsa05166,hsa05214,28
hsa05166,hsa05218,28
hsa05166,hsa05321,28
hsa05167,hsa05231,28
hsa05169,hsa05208,28
hsa05169,hsa05214,28
hsa05169,hsa05225,28
hsa05170,hsa05215,28
hsa05200,hsa05321,28
hsa05206,hsa05211,28
hsa05206,hsa05213,28
hsa05206,hsa05231,28
hsa05207,hsa05212,28
hsa05208,hsa05224,28
hsa05211,hsa05223,28
hsa05212,hsa05221,28
hsa05212,hsa05235,28
hsa05215,hsa05235,28
hsa05216,hsa05226,28
hsa05221,hsa05223,28
hsa05222,hsa05224,28
hsa05223,hsa05231,28
hsa05320,hsa05416,28
hsa05330,hsa05416,28
hsa05415,hsa05418,28
hsa00020,hsa01200,27
hsa00071,hsa01212,27
hsa00564,hsa04072,27
hsa00630,hsa01200,27
hsa00650,hsa01100,27
hsa00790,hsa01100,27
hsa00980,hsa05208,27
hsa00983,hsa01232,27
hsa01040,hsa01100,27
hsa01100,hsa04152,27
hsa01100,hsa04910,27
hsa01100,hsa04936,27
hsa01100,hsa05120,27
hsa01100,hsa05418,27
hsa01521,hsa04919,27
hsa01521,hsa05230,27
hsa01522,hsa04150,27
hsa01522,hsa04210,27
hsa01522,hsa04921,27
hsa01524,hsa05161,27
hsa01524,hsa05168,27
hsa01524,hsa05417,27
hsa03082,hsa04217,27
hsa03082,hsa05322,27
hsa04010,hsa04066,27
hsa04010,hsa05221,27
hsa04012,hsa04370,27
hsa04012,hsa04912,27
hsa04012,hsa05010,27
hsa04012,hsa05131,27
hsa04012,hsa05166,27
hsa04014,hsa04082,27
hsa04014,hsa04380,27
hsa04015,hsa04150,27
hsa04015,hsa04724,27
